시나리오,블록(인텐트),해당 분야,기존 인텐트,발화,TE/TR,No. (TE/TR),삭제,비고
고객센터이용안내,상담원연결,일반,상담요청,상담직원은 바쁜가 연결이 어려워,TR,,FALSE,
고객센터이용안내,상담원연결,일반,상담요청,상담직원한테 이야기 하려고 하는데,TR,,FALSE,
고객센터이용안내,상담원연결,일반,상담요청,질의응답을 상담직원이랑 하고픈데,TR,,FALSE,
고객센터이용안내,상담원연결,일반,상담요청,나 급한데 1대1문의 할래,TR,,FALSE,
고객센터이용안내,상담원연결,일반,상담요청,직원 좀 연결해주세요 물어보고싶은게 있어요,TR,,FALSE,
고객센터이용안내,상담원연결,일반,상담요청,너무 복잡하니까 힘들어 직원에게 직접 말할래,TR,,FALSE,
고객센터이용안내,상담원연결,일반,상담요청,문의하고싶은데 직원 연결 가능할까,TR,,FALSE,
고객센터이용안내,상담원연결,일반,상담요청,질의 좀 하고싶어 상담사에게,TR,,FALSE,
고객센터이용안내,상담원연결,일반,상담요청,직접 물어보고싶은게 너무 많은데 상담사 연결 좀,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,상담직원이랑 직접 소통하는 게 필요해 보여,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,사람이 필요한데 챗봇 대답 말고,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,어떻게 해야 하죠 상담사와 연락이 닿으려면,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,챗봇 대신 사람이랑 연결 안 되나유,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,담당 직원 연결 좀 해줄 수 있습니까,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,담당자한테 직접 말하고 싶은 내용이 많아,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,직접 이야기를 해봐야 할 거 같은데 담당 직원이랑,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,챗봇 말고 상담원이랑 이야기할 사항이 있는데욥,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,기계 말고 리얼 직원으로 바꿔줘,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,담당자로 바꿔줘서 그 사람이랑 말하면 좋겠는데,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,상담원은 어딨나요 직접 얘기하고 싶은데,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,어디로 가야합니까 직원이랑 연락하려면,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,담당 직원은 대체 어디 있는 겁니까,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,길게 상담하고 싶으니 상담원을 찾아다 주십쇼,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,컨택하고 싶은데요 관리하는 담당자와,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,상담사랑 연계시켜줄 수 있습니까,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,이야기할 수 있게 연계해주시나요 기계 말구 상담원이랑,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,사람이랑 상담 가능하게 연계 부탁,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,직원과의 연계 요청할게요 원활한 소통을 위해,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,담당자랑 연계해주시면 빠르게 문제 해결이 될 듯,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,기계 아닌 담당 직원과 직접 대화하고 싶은데요,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,대화 좀 해보고 싶은뎁 사람 호출한 뒤에,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,담당자 소환 가능합니까,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,소환시켜주시죠 관련 상담직원,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,상담사 호출 부탁드려도 될까유,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,직원이 직접 나와서 대답하면 안 되나요,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,가능하면 담당 직원이 나와주길 바라,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,상담직원 누구 있나요,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,컨택되는 사람 있으면 소환 방법은,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,연락 가능한 직원이 있다면 호출해주라,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,상담사 누군지 소개 부탁해도 되남,TR,,FALSE,
고객센터이용안내,상담원연결,일반,고객센터연결,상담이 필요한데 상담원 어디 없나,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수신 주소 변경,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 주소 변경,TE,,FALSE,
고객정보변경,우편물,일반,,우편물수령주소변경,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 주소 수정안돼,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 주소는 어떻게 변경해,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 변경 방법 문의,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 관리,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 주소를 바꾸고 싶어요,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 수령 주소 변경,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 주소 수정,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 주소 수정 방법 궁금해,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 주소지 바꿔줘,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 발송 받는 주소 수정,TE,,FALSE,
고객정보변경,우편물,일반,,우편 수령지 정정 원해요,TE,,FALSE,
고객정보변경,우편물,일반,,우편 수령지 잘못 입력했어요,TE,,FALSE,
고객정보변경,우편물,일반,,우편 수령지가 틀렸어요,TE,,FALSE,
고객정보변경,우편물,일반,D-정보변경방법,우편 수졍지 달라졌어요,TE,,FALSE,
고객정보변경,우편물,일반,D-정보변경방법,우편물 수신처를 변경하고 싶어요,TE,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,우편물 주소변경은 어디서해요,TE,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,우편물통보지 주소변경,TE,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 주소가 거기가 아니거든요,TR,,FALSE,
고객정보변경,우편물,일반,,제가 우편물 받을 주소를 잘못 설정했어요,TR,,FALSE,
고객정보변경,우편물,일반,,우편물이 오질 않아서 주소 어떻게 입력했나 보려고,TR,,FALSE,
고객정보변경,우편물,일반,,우편이 하나도 안 와서 내가 주소 잘못 입력한듯,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 받을 주소가 집주소랑 달라,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 주소 어디서 체크할 수 있어,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수령지 수정일 좀 하고 싶어,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수령하는 장소를 바꾸고 싶어요,TR,,FALSE,
고객정보변경,우편물,일반,,우편 수령지 변경하는 곳 링크 좀 보내봐,TR,,FALSE,
고객정보변경,우편물,일반,,우편 수령지를 어디로 썼는지 기억이 안 나,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 받을 건데 주소는 어디에 써,TR,,FALSE,
고객정보변경,우편물,일반,,우편 받을 건데 주소를 누구한테 말해야 하냐,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수신지가 잘못된 것 같아서 확인할게요,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수신지 변경을 좀 요청하겠습니다,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수신지 관련하여 수정 요청드리고 싶습니다,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 주소도 따로 변경 가능한 거죠,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 주소를 바꾸고 싶은데 홈페이지에서 못 찾겠어,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 주소 바꾸는 창이 어디에 있냐,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 관련 설정을 좀 바꾸고 싶어,TR,,FALSE,
고객정보변경,우편물,일반,,우편 설정을 변경하려는데 어디에서 진행하지,TR,,FALSE,
고객정보변경,우편물,일반,,우편 관련 설정을 수정하려고 하는데 어렵다,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 주소 정정하는 것 좀 도와주시겠습니까,TR,,FALSE,
고객정보변경,우편물,일반,,급하게 우편물 주소를 바꾸고 싶은데 어쩌지,TR,,FALSE,
고객정보변경,우편물,일반,,아 우편물 주소를 어떻게 썼었는지 가물가물하네,TR,,FALSE,
고객정보변경,우편물,일반,,우편 주소 수정이 가능했던 건가요,TR,,FALSE,
고객정보변경,우편물,일반,,우편 주소 설정을 다시 보려고 하는데,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수령 주소가 좀 이상한 것 같음,TR,,FALSE,
고객정보변경,우편물,일반,,다시 확인하고 싶어요 우편물 수령지 주소,TR,,FALSE,
고객정보변경,우편물,일반,,변경할 거니까 알려줘 우편물 주소 변경 메뉴,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수령지 변경 방법이 궁금합니다,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 주소 바꾸는 법 네가 알려줘,TR,,FALSE,
고객정보변경,우편물,일반,,톡으로도 우편물 주소 바꾸는 거 되던가,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 주소 톡으로도 바꿀 수 있는 건가요,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 번지 바꾸는 법을 알려주면 좋겠어,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수령 번지수를 수정해야 하는데요,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 주소도 따로 설정 가능한 건가요,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수령 주소도 별도로 바꿀 수 있을까,TR,,FALSE,
고객정보변경,우편물,일반,,우편 보내주시는 주소가 좀 이상한 것 같아요,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 보내주시는 주소를 변경할 건데요,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 보내주셔야 할 주소가 최근에 바뀌었습니다,TR,,FALSE,
고객정보변경,우편물,일반,,우편 수신하는 주소 바꾸는 방법 좀,TR,,FALSE,
고객정보변경,우편물,일반,,우편 수신 주소 다시 확인하는 방법,TR,,FALSE,
고객정보변경,우편물,일반,,제가 최근에 이사를 해서 우편물 수령지도 급하게 변경해야 하는데요,TR,,FALSE,
고객정보변경,우편물,일반,,톡으로는 우편물 수령지를 아예 바꿀 수가 없는 건가,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 주소를 챗봇으로 변경하는 건 안 되나요,TR,,FALSE,
고객정보변경,우편물,일반,,등록된 우편물 받는 주소 정정이 필요한데 도와주라,TR,,FALSE,
고객정보변경,우편물,일반,,등록된 우편물 받는 주소 수정하려면 제가 뭘 어떻게 할까여,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 주소 변경 가이드 있니,TR,,FALSE,
고객정보변경,우편물,일반,,보내주시는 우편물 관련해서 설정을 변경할래요,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수신 설정 변경 창은 어디에서 찾아,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수신 설정 페이지 링크를 찾아줘,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수신 설정 변경하는 방법 검색할게,TR,,FALSE,
고객정보변경,우편물,일반,,우편물이 엉뚱한 곳으로 가는 것 같아서 주소지를 바꾸려고 하는데,TR,,FALSE,
고객정보변경,우편물,일반,,우편물이 계속해서 안 와서 어떤 주소를 입력했는지 보고 싶어,TR,,FALSE,
고객정보변경,우편물,일반,,전에 등록한 수령지를 어떻게 바꿀 수 있을까요 우편물,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 주소도 같이 좀 변경해야 할 것 같아서요,TR,,FALSE,
고객정보변경,우편물,일반,,아무리 찾아도 우편물 관련 설정은 변경할 수가 없네,TR,,FALSE,
고객정보변경,우편물,일반,,지금 우편물 관련 설정 바꾸려고 계속 찾는데 힘들어,TR,,FALSE,
고객정보변경,우편물,일반,,발송 우편물 받는 주소를 다시 입력해야 합니다,TR,,FALSE,
고객정보변경,우편물,일반,,이사하면 우편물 주소도 바꿀 필요가 있나요,TR,,FALSE,
고객정보변경,우편물,일반,,이사하면 우편물 받는 주소도 바꿔야 하는 거죠,TR,,FALSE,
고객정보변경,우편물,일반,,이사해서 우편물 수령지도 좀 변경해야 하는디,TR,,FALSE,
고객정보변경,우편물,일반,,이사했는데 우편물 수신지 어찌 변경해욤,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수신지가 달라졌는데 어찌 처리해욤,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 수신지 바꾸는 절차가 궁금해요,TR,,FALSE,
고객정보변경,우편물,일반,,우편 받는 장소를 변경해야 하는데 절차 좀,TR,,FALSE,
고객정보변경,우편물,일반,,수령지 변경이 필요해요 우편물 관련해서,TR,,FALSE,
고객정보변경,우편물,일반,,제가 우편 받는 장소를 다른 곳으로 하려고요,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 주소를 다른 곳으로 교체하려고 합니다,TR,,FALSE,
고객정보변경,우편물,일반,,우편물 받는 주소 교체 메뉴가 어디있냐,TR,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,우편 수신지 다른 주소로 정정해야 하는데 관련 정보는 어디서 찾니,TR,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,거주지 바뀌면서 우편물 수령지도 바꿔야 하는데,TR,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,거주지 바뀐 사람은 우편물 수신지 어디에서 바꾸냐,TR,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,거주지 바뀐 사람인데 우편물 수신지 바꾸는 페이지 띄워줘,TR,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,우편물 받는 곳 바꾸는 창을 톡으로 보내줄래,TR,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,우편물 주소 바꾸는 방법을 친절하게 설명해줘,TR,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,아까부터 우편물 주소 바꾸려는데 너무 어려워요,TR,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,우편 받는 주소 바꾸는 거 어떻게 하라는 말이야,TR,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,우편 받는 주소 바꾸는 것 좀 네가 알려줘,TR,,FALSE,
고객정보변경,우편물,일반,개인정보 변경방법,우편물 수령하는 주소 바꾸는 걸 아직도 못했어,TR,,FALSE,
고객정보변경,이름,일반,D-정보변경방법,개명을 했는데 어떻게 바꾸나요,TE,,FALSE,
고객정보변경,이름,일반,고객정보변경,변경 어디서 하지 개명한 이름으로,TE,,FALSE,
고객정보변경,이름,일반,정보수정요청,이름 바꾸고 싶은데 어디서 합니까,TE,,FALSE,
고객정보변경,이름,일반,계정정보_변경,개명했어요,TE,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,이름 개명후 고객명 변경신청은 어떻게,TE,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명 후 이름 변경 신청,TE,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명해서 이름이 바뀌었어요,TE,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,온라인으로는 고객명변경이 어렵나요,TE,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명했는데 이름변경은 어떻게 하나요,TE,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명으로 인한 고객명 변경,TE,,FALSE,
고객정보변경,이름,일반,개인정보변경,이름 수정해야 해요,TE,,FALSE,
고객정보변경,이름,일반,개인정보변경,닉네임 바꾸려면,TE,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,개명으로인한 성명 정정 방법,TE,,FALSE,
고객정보변경,이름,일반,개인정보변경요청,닉네임 바꾸는 방법 알려줘,TE,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,닉네임 변경할래,TE,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,별명 정정 방법,TE,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,닉네임 변경 요청 방법 확인,TE,,FALSE,닉네임 변경
고객정보변경,이름,일반,정보수정,별명을 변경하고 싶어요,TE,,FALSE,닉네임 변경
고객정보변경,이름,일반,정보수정,닉네임은 어떻게 변경하나요,TE,,FALSE,닉네임 변경
고객정보변경,이름,일반,정보수정,별명 변경하는 방법 알려주세요,TE,,FALSE,닉네임 변경
고객정보변경,이름,일반,D-정보변경방법,혹시 개명하게 되면 어떻게 해야 되나요,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,개명했는데 어디서 수정해야 할까요,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,내가 이번에 이름을 바꿨는데 어디다 말할까,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,나 개명해서 정보 수정이 좀 필요하거든 지금,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,개명했는데 이름 어디서 바꾸면 되나요,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,개명해서 원래 이름 수정이 좀 필요한데요,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,저 이름 바꿨는데 어디서 변경하면 될까요,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,제가 이번에 이름을 바꿨는데 어디서 수정이 가능할까요,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,개인정보에서 이름 바꿔야 하는데 어디에서 가능하냐,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,왜 아직도 내 예전 이름으로 등록되어있지,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,나 이름 바꿨는데 왜 아직 옛날 정보가 있을까,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,성명 정보는 어디서 변경 가능한지 안내 부탁해,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,개명한 정보는 어디에 전달하면 될지 알려줘봐,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,나 이름을 이번에 새로 바꿨거든,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,바뀐 이름은 어디에 반영하면 되는 건지 모르겠네요,TR,,FALSE,
고객정보변경,이름,일반,고객정보변경,개인정보에서 이름은 못 바꾸는지 궁금하다,TR,,FALSE,
고객정보변경,이름,일반,정보수정요청,개명했는데 혹시 이름 정보 수정은 어떻게 해,TR,,FALSE,
고객정보변경,이름,일반,정보수정요청,개명해서 이름 다시 등록해야 하는데 어디서 해욤,TR,,FALSE,
고객정보변경,이름,일반,정보수정요청,궁금해 개명한 경우에 이름 수정 어케 하는지,TR,,FALSE,
고객정보변경,이름,일반,정보수정요청,이름 바꿨는데 재등록은 어떻게 하죠,TR,,FALSE,
고객정보변경,이름,일반,정보수정요청,저번에 개명했는데 어디서 이름 수정할 수 있나요,TR,,FALSE,
고객정보변경,이름,일반,정보수정요청,저 이름은 어디로 가면 수정할 수 있나용,TR,,FALSE,
고객정보변경,이름,일반,계정정보_변경,개명을 해서 이름이 바뀌었어요,TR,,FALSE,
고객정보변경,이름,일반,계정정보_변경,이름 잘못 설정했는데 못 바꾸나요,TR,,FALSE,
고객정보변경,이름,일반,계정정보_변경,이름 개명을 했는데 어찌해야하나요,TR,,FALSE,
고객정보변경,이름,일반,계정정보_변경,이름을 다시 설정하려면 뭘 해야 하는지 알려주세영,TR,,FALSE,
고객정보변경,이름,일반,계정정보_변경,가입할 때 등록한 이름 바꾸고 시퍼요,TR,,FALSE,
고객정보변경,이름,일반,계정정보_변경,불가피한 사유로 이름을 변경하게 되었는데 어찌 처리하나요,TR,,FALSE,
고객정보변경,이름,일반,계정정보_변경,본인 계정의 이름을 수정하려 합니당,TR,,FALSE,
고객정보변경,이름,일반,계정정보_변경,개명해서 다른데는 자동으로 바뀌던데 여기는 이름이 그대로네요,TR,,FALSE,
고객정보변경,이름,일반,계정정보_변경,개명하면 자동으로 바뀌는게 아닌가봐요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명했는데 절차 좀 알려주세요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,이름 개명 후 고객명 변경방법 문의,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명 후 이름으로 바꾸고 싶어요 어떻게 해야하나요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,몇일전에 개명을 했는데 고객명 어떻게 바꾸나요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명후 고객명 변경은 지점을 통해서만 가능한가요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명을 하여 이름 변경 문의합니다,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명했는데 이름어케변경해요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명했는데 절차좀 알려주세요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명 후 이름으로 바꾸고 싶어요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명해서 고객명 바꾸려면,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명 후 이름으로 변경 어떻게해,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명 한 후 이름은 어떻게 바꿔,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명한 이름으로 변경 할 수있나요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명 후 어떻게 처리하나요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명 후 어떤 절차가 있나요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,개명한 사람 개인정보 어디서 관리함,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,모바일로 고객명변경하는 것이 어렵나요,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,고객명변경 어렵니 핸드폰으로,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,고객명 변경하기는 어디서 관리하니,TR,,FALSE,
고객정보변경,이름,일반,고객명 변경방법,고객명을 변경하는 것이 온라인으로 어렵니,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명했는데 어디서 관리하나요,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,바꿔줘 내 이름,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,마이 네임 체인지,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명 성공해서 빨랑 변경해,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,성명 정정 방법이 어떻게 되,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명했으니까 빨리 좀 변경해라,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명 처리되었으니 이름 바꿔줘,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,이름 정정하려면 어디로 연락해,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명했는데 변경 요청 가능한가요,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명했으면 어디다가 말하면 되니,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명 처리할 때 서류가 필요하니,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,이름 바뀌었는데 어디다가 얘기해,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,절차가 어떻게 되나요 이름 변경,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명 완료되어서 변경 좀 해주겠니,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,알려주세요 개명했을 때 적용 방법,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명했는데 확인해서 변경 좀 해주라,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명 처리 어떻게 하는지 알려줘 봐,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,나 개명했는데 너가 바꿔줄 수 있니,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,이름을 바꿨을 때 처리방법 질문합니다,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,나 이름 바뀌었는데 너가 처리 좀 해줘,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명 처리 안되었는데 어떻게 하면 될까요,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,개명 완료되었는데 내 개인정보도 바꿔주세요,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,나 저번에 개명했는데 어떻게 해야 되는 거지,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,이름 바뀌었는데 어떻게 해야 하는지 모르겠어,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,나 개명해서 더 이상 이름이 그거 아닌데 확인 좀 부탁할게요,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,나 이름을 바꿈,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경,이름 어디서 바꿀 수 있니,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경요청,성명이 바뀐거 신고하려고 하는데,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경요청,성명 바뀌었으니 변경해주세요,TR,,FALSE,
고객정보변경,이름,일반,개인정보변경요청,닉네임 너무 오래 써서 바꾸고 싶음,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,이름은 안되도 닉네임은 바꿀 수 있는 거 맞지,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,지금 사용하는 별명이 마음에 들지 않습니다,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,사용 중인 닉네임이 별로입니다,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,지금 저의 별명이 너무 별로라 바꾸고 싶습니다,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,닉네임 수정 방법을 여기서 물어봐도 되는 건가,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,제가 별명을 좀 수정하고 싶습니다,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,별명을 예쁘게 바꾸려고 하거든 지금,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,닉네임 좀 수정하고 싶음,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,지금 닉네임 바꾸려는데 어디서 하는 겁니까,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,내 별명 바꾸는 방법 검색,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,나 지금 쓰는 별명을 바꾸고 싶은데 어떻게 해,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,닉네임 좀 손보고 싶어서 연락함,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,닉네임을 한번 결정하면 절대 못 바꾸니,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,활동 별명 한번 설정하면 못 바꿔,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,활동 별명 변경 아예 불가능 한 거야,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,나 닉네임을 좀 바꾸고 싶은데 도와줄래,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,나 활동할 때 쓰는 별명 바꾸는 법 좀 알려조,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,내 별명 수정 어디서 하는 건지 알아봐봐,TR,,FALSE,닉네임 변경
고객정보변경,이름,일반,개인정보변경요청,나 닉네임 바꾸고 싶은데 네가 처리해줄 수 있어,TR,,FALSE,닉네임 변경
